latitude,longitude,beam_radius,sat_radius,color,user
30.4,130.6,30,60,3,14580
30.4,131,30,60,1,10262
30.8,130.8,30,60,2,7354
30.8,131.2,30,60,3,7354
31.2,130.2,30,60,2,26460
31.2,130.6,30,60,3,72280
31.2,131,30,60,1,78734
31.6,130,30,60,3,13745
31.6,130.4,30,60,1,475394
31.6,130.8,30,60,2,627034
31.6,131.2,30,60,3,198269
31.6,131.6,30,60,1,25424
32,130.2,30,60,2,106442
32,130.6,30,60,3,102094
32,131,30,60,1,85162
32,131.4,30,60,2,498344
32.4,130,30,60,3,49858
32.4,130.4,30,60,1,144231
32.4,130.8,30,60,2,145046
32.4,131.2,30,60,3,12014
32.4,131.6,30,60,1,159312
32.4,139.6,30,60,3,84
32.4,140,30,60,1,84
32.8,128.6,30,60,1,17196
32.8,129,30,60,2,25947
32.8,129.4,30,60,3,8758
32.8,129.8,30,60,1,606480
32.8,130.2,30,60,2,230112
32.8,130.6,30,60,3,793016
32.8,131,30,60,1,534849
32.8,131.4,30,60,2,51932
32.8,131.8,30,60,3,103854
32.8,132.6,30,60,2,41570
32.8,133,30,60,3,35091
33.2,128.8,30,60,3,1144
33.2,129.2,30,60,1,9896
33.2,129.6,30,60,2,219253
33.2,130,30,60,3,485340
33.2,130.4,30,60,1,931366
33.2,130.8,30,60,2,203419
33.2,131.2,30,60,3,146398
33.2,131.6,30,60,1,610216
33.2,132,30,60,2,59554
33.2,132.4,30,60,3,70439
33.2,132.8,30,60,1,63504
33.2,133.2,30,60,2,37088
33.2,134,30,60,1,8887
33.2,134.4,30,60,2,5871
33.2,139.6,30,60,3,3521
33.2,140,30,60,1,3521
33.6,129.4,30,60,3,14682
33.6,129.8,30,60,1,67843
33.6,130.2,30,60,2,1206631
33.6,130.6,30,60,3,1746984
33.6,131,30,60,1,356401
33.6,131.4,30,60,2,159460
33.6,131.8,30,60,3,36428
33.6,132.2,30,60,1,16032
33.6,132.6,30,60,2,131362
33.6,133,30,60,3,42066
33.6,133.4,30,60,1,294715
33.6,133.8,30,60,2,234590
33.6,134.2,30,60,3,19754
33.6,134.6,30,60,1,12272
33.6,135.4,30,60,3,116980
33.6,135.8,30,60,1,44771
33.6,136.2,30,60,2,29529
34,129.2,30,60,1,14251
34,129.6,30,60,2,12474
34,130.4,30,60,1,105413
34,130.8,30,60,2,1169261
34,131.2,30,60,3,373668
34,131.6,30,60,1,307676
34,132,30,60,2,239920
34,132.4,30,60,3,79822
34,132.8,30,60,1,643188
34,133.2,30,60,2,240766
34,133.6,30,60,3,247320
34,134,30,60,1,87393
34,134.4,30,60,2,395404
34,134.8,30,60,3,218546
34,135.2,30,60,1,300797
34,135.6,30,60,2,2878
34,136,30,60,3,35290
34,136.4,30,60,1,15428
34,139.2,30,60,2,2064
34,139.6,30,60,3,1460
34.4,129.4,30,60,3,14251
34.4,131,30,60,1,16260
34.4,131.4,30,60,2,160924
34.4,131.8,30,60,3,9914
34.4,132.2,30,60,1,767618
34.4,132.6,30,60,2,1077660
34.4,133,30,60,3,250614
34.4,133.4,30,60,1,650620
34.4,133.8,30,60,2,813660
34.4,134.2,30,60,3,341653
34.4,134.6,30,60,1,103100
34.4,135,30,60,2,351046
34.4,135.4,30,60,3,1811985
34.4,135.8,30,60,1,921364
34.4,136.2,30,60,2,71900
34.4,136.6,30,60,3,245836
34.4,137,30,60,1,98668
34.4,138.2,30,60,1,15552
34.4,139,30,60,3,2312
34.4,139.4,30,60,1,1384
34.8,131.6,30,60,1,22502
34.8,132,30,60,2,77094
34.8,132.4,30,60,3,35018
34.8,132.8,30,60,1,105116
34.8,133.2,30,60,2,45181
34.8,133.6,30,60,3,352972
34.8,134,30,60,1,935296
34.8,134.4,30,60,2,455582
34.8,134.8,30,60,3,993185
34.8,135.2,30,60,1,3194861
34.8,135.6,30,60,2,8773031
34.8,136,30,60,3,1064696
34.8,136.4,30,60,1,570916
34.8,136.8,30,60,2,880403
34.8,137.2,30,60,3,1322633
34.8,137.6,30,60,1,837048
34.8,138,30,60,2,896260
34.8,138.4,30,60,3,662175
34.8,138.8,30,60,1,77772
34.8,139.2,30,60,2,55567
34.8,139.6,30,60,3,3551
34.8,140,30,60,1,22576
35.2,132.2,30,60,1,27902
35.2,132.6,30,60,2,100286
35.2,133,30,60,3,89542
35.2,133.4,30,60,1,131150
35.2,133.8,30,60,2,107526
35.2,134.2,30,60,3,87316
35.2,134.6,30,60,1,48945
35.2,135,30,60,2,171576
35.2,135.4,30,60,3,150668
35.2,135.8,30,60,1,1157050
35.2,136.2,30,60,2,583516
35.2,136.6,30,60,3,2665223
35.2,137,30,60,1,3563744
35.2,137.4,30,60,2,378805
35.2,137.8,30,60,3,16015
35.2,138.2,30,60,1,353924
35.2,138.6,30,60,2,412050
35.2,139,30,60,3,890406
35.2,139.4,30,60,1,1769941
35.2,139.8,30,60,2,651945
35.2,140.2,30,60,3,118093
35.2,140.6,30,60,1,33638
35.6,132.8,30,60,1,159400
35.6,133.2,30,60,2,235590
35.6,133.6,30,60,3,61202
35.6,134,30,60,1,127899
35.6,134.4,30,60,2,135305
35.6,134.8,30,60,3,131678
35.6,135.2,30,60,1,104376
35.6,135.6,30,60,2,79901
35.6,136,30,60,3,110399
35.6,136.4,30,60,1,124555
35.6,136.8,30,60,2,553249
35.6,137.2,30,60,3,273908
35.6,137.6,30,60,1,141443
35.6,138,30,60,2,145134
35.6,138.4,30,60,3,362039
35.6,138.8,30,60,1,375991
35.6,139.2,30,60,2,2467641
35.6,139.6,30,60,3,14889557
35.6,140,30,60,1,7086225
35.6,140.4,30,60,2,1238096
35.6,140.8,30,60,3,125475
36,133,30,60,3,4556
36,133.4,30,60,1,7850
36,135.8,30,60,1,10059
36,136.2,30,60,2,522129
36,136.6,30,60,3,37412
36,137,30,60,1,41139
36,137.4,30,60,2,43711
36,137.8,30,60,3,165983
36,138.2,30,60,1,225131
36,138.6,30,60,2,90748
36,139,30,60,3,164793
36,139.4,30,60,1,3090564
36,139.8,30,60,2,4741833
36,140.2,30,60,3,1292364
36,140.6,30,60,1,301598
36.4,133.2,30,60,2,6716
36.4,136,30,60,3,9175
36.4,136.4,30,60,1,488421
36.4,136.8,30,60,2,291050
36.4,137.2,30,60,3,50678
36.4,137.6,30,60,1,70436
36.4,138,30,60,2,456638
36.4,138.4,30,60,3,283463
36.4,138.8,30,60,1,553488
36.4,139.2,30,60,2,1185766
36.4,139.6,30,60,3,914617
36.4,140,30,60,1,855376
36.4,140.4,30,60,2,527155
36.4,140.8,30,60,3,370642
36.8,136.6,30,60,3,256986
36.8,137,30,60,1,628087
36.8,137.4,30,60,2,438104
36.8,137.8,30,60,3,27919
36.8,138.2,30,60,1,476844
36.8,138.6,30,60,2,64741
36.8,139,30,60,3,88146
36.8,139.4,30,60,1,42735
36.8,139.8,30,60,2,461936
36.8,140.2,30,60,3,197023
36.8,140.6,30,60,1,153060
36.8,141,30,60,2,201216
37.2,136.8,30,60,2,50601
37.2,137.2,30,60,3,40708
37.2,137.6,30,60,1,17282
37.2,138,30,60,2,117740
37.2,138.4,30,60,3,132156
37.2,138.8,30,60,1,281436
37.2,139.2,30,60,2,19432
37.2,139.6,30,60,3,11892
37.2,140,30,60,1,106092
37.2,140.4,30,60,2,382458
37.2,140.8,30,60,3,184123
37.2,141.2,30,60,1,5553
37.6,137,30,60,1,16614
37.6,137.4,30,60,2,4310
37.6,138.6,30,60,2,182472
37.6,139,30,60,3,300292
37.6,139.4,30,60,1,33634
37.6,139.8,30,60,2,132178
37.6,140.2,30,60,3,302516
37.6,140.6,30,60,1,267643
37.6,141,30,60,2,80221
38,138.4,30,60,3,51492
38,138.8,30,60,1,394638
38,139.2,30,60,2,520056
38,139.6,30,60,3,106254
38,140,30,60,1,134483
38,140.4,30,60,2,366117
38,140.8,30,60,3,280761
38,141.2,30,60,1,26519
38.4,139,30,60,3,176
38.4,139.4,30,60,1,28886
38.4,140.2,30,60,3,239011
38.4,140.6,30,60,1,793993
38.4,141,30,60,2,1005632
38.4,141.4,30,60,3,107845
38.8,139.6,30,60,3,125186
38.8,140,30,60,1,158084
38.8,140.4,30,60,2,47683
38.8,140.8,30,60,3,109570
38.8,141.2,30,60,1,235155
38.8,141.6,30,60,2,73347
39.2,139.8,30,60,2,43136
39.2,140.2,30,60,3,64578
39.2,140.6,30,60,1,124988
39.2,141,30,60,2,163548
39.2,141.4,30,60,3,149415
39.2,141.8,30,60,1,60198
39.2,142.2,30,60,2,16039
39.6,140,30,60,1,189312
39.6,140.4,30,60,2,237697
39.6,140.8,30,60,3,80497
39.6,141.2,30,60,1,418158
39.6,142,30,60,3,70191
40,139.8,30,60,2,54203
40,140.2,30,60,3,70164
40,140.6,30,60,1,15576
40,141,30,60,2,18154
40,141.4,30,60,3,31328
40,141.8,30,60,1,31956
40,142.2,30,60,2,2773
40.4,140,30,60,1,35458
40.4,140.4,30,60,2,163892
40.4,140.8,30,60,3,66074
40.4,141.2,30,60,1,197786
40.4,141.6,30,60,2,197088
40.4,142,30,60,3,7546
40.8,139.8,30,60,2,2449
40.8,140.2,30,60,3,68906
40.8,140.6,30,60,1,334764
40.8,141,30,60,2,189527
40.8,141.4,30,60,3,99455
41.2,140,30,60,1,3130
41.2,140.4,30,60,2,6186
41.2,140.8,30,60,3,4833
41.2,141.2,30,60,1,66493
41.2,141.6,30,60,2,2978
41.6,140.2,30,60,3,13076
41.6,140.6,30,60,1,105416
41.6,141,30,60,2,88286
42,139.6,30,60,3,1205
42,140,30,60,1,9364
42,140.4,30,60,2,42991
42,140.8,30,60,3,123234
42,142.8,30,60,2,10246
42,143.2,30,60,3,4208
42.4,139.4,30,60,1,1205
42.4,139.8,30,60,2,6235
42.4,140.2,30,60,3,24616
42.4,140.6,30,60,1,24606
42.4,141,30,60,2,125720
42.4,141.4,30,60,3,39408
42.4,141.8,30,60,1,8190
42.4,142.2,30,60,2,23991
42.4,142.6,30,60,3,19450
42.4,143,30,60,1,5904
42.4,143.4,30,60,2,5904
42.8,140,30,60,1,3492
42.8,140.4,30,60,2,16062
42.8,140.8,30,60,3,33062
42.8,141.2,30,60,1,3504
42.8,141.6,30,60,2,333582
42.8,142,30,60,3,63851
42.8,142.4,30,60,1,435
42.8,142.8,30,60,2,15513
42.8,143.2,30,60,3,212648
42.8,143.6,30,60,1,19734
42.8,144,30,60,2,5838
42.8,144.4,30,60,3,64578
42.8,144.8,30,60,1,2964
43.2,140.2,30,60,3,1220
43.2,140.6,30,60,1,24716
43.2,141,30,60,2,150906
43.2,141.4,30,60,3,2104593
43.2,141.8,30,60,1,200170
43.2,142.2,30,60,2,15521
43.2,142.6,30,60,3,14341
43.2,143,30,60,1,32560
43.2,143.4,30,60,2,26429
43.2,143.8,30,60,3,6590
43.2,144.2,30,60,1,59949
43.2,144.6,30,60,2,76051
43.2,145,30,60,3,12908
43.2,145.4,30,60,1,15072
43.2,145.8,30,60,2,12318
43.6,141.6,30,60,2,38103
43.6,142,30,60,3,77878
43.6,142.4,30,60,1,219215
43.6,142.8,30,60,2,10158
43.6,143.6,30,60,1,6246
43.6,144,30,60,2,74932
43.6,144.4,30,60,3,8496
43.6,144.8,30,60,1,14016
43.6,145.2,30,60,2,21206
44,141.4,30,60,3,12857
44,141.8,30,60,1,16161
44,142.2,30,60,2,178299
44,142.6,30,60,3,19892
44,143,30,60,1,2377
44,143.4,30,60,2,12377
44,143.8,30,60,3,74992
44,144.2,30,60,1,35544
44,144.6,30,60,2,29012
44,145,30,60,3,8070
44,145.4,30,60,1,2361
44.4,141.6,30,60,2,5102
44.4,142,30,60,3,7174
44.4,142.4,30,60,1,23229
44.4,142.8,30,60,2,18944
44.4,143.2,30,60,3,15558
44.4,143.6,30,60,1,13364
44.8,141.4,30,60,3,1475
44.8,141.8,30,60,1,5909
44.8,142.2,30,60,2,1936
44.8,142.6,30,60,3,7918
44.8,143,30,60,1,1400
45.2,140.8,30,60,3,2256
45.2,141.2,30,60,1,4714
45.2,141.6,30,60,2,13965
45.2,142,30,60,3,5807
45.2,142.4,30,60,1,3848
45.6,141.4,30,60,3,11188
45.6,141.8,30,60,1,11188
